Id;Label;City;State;Country;Operating Status;Company Type;Number of Investments;Number of Lead Investments;Number of Diversity Investments;Number of Exits;Number of Lead Investors;Number of Investors;Number of Funding Rounds;Funding Status;Last Funding Date;Last Funding Amount;Last Funding Type;Last Equity Funding Type;Last Equity Funding Amount;Total Funding Amount;Number of Events;Aberdeen - IT Spend;Lat Country;Long Country;Lat State;Long State
Thirty Five Ventures;Thirty Five Ventures;New York; New York; United States;Active;Non Profit;50;2;3;3;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Westpac;Westpac;Sydney; New South Wales; Australia;Active;For Profit;11;6;0;2;0;0;0;IPO;;0;;;0;0;0;0;-24,7761086;134,755;-31,8759835;147,2869493
Stage 2 Capital;Stage 2 Capital;New York; New York; United States;Active;Non Profit;32;12;5;2;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Tera Ventures;Tera Ventures;Tallinn; Harjumaa; Estonia;Active;Non Profit;41;14;1;5;0;0;0;;;0;;;0;0;1;0;58,7523778;25,3319078;59,409009;24,73695718
Sands Capital Ventures;Sands Capital Ventures;Arlington; Virginia; United States;Active;Non Profit;131;32;13;33;0;0;0;;;0;;;0;0;0;1523128;39,7837304;-100,445882;37,1232245;-78,4927721
XBTO Group;XBTO Group;New York; New York; United States;Active;For Profit;14;2;3;1;0;0;0;;;0;;;0;0;1;42442;39,7837304;-100,445882;40,7127281;-74,0060152
TMV;TMV;New York; New York; United States;Active;Non Profit;40;6;22;4;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
SBI Group;SBI Group;Tokyo; Tokyo; Japan;Active;For Profit;90;43;0;15;0;0;0;IPO;;0;;;0;0;0;0;36,5748441;139,2394179;35,6821936;139,762221
Sumeru Equity Partners;Sumeru Equity Partners;Foster City; California; United States;Active;Non Profit;23;13;3;8;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Tao Capital Partners;Tao Capital Partners;San Francisco; California; United States;Active;Non Profit;78;14;11;13;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Swisscom Ventures;Swisscom Ventures;ZÃ¼rich; Zurich; Switzerland;Active;Non Profit;112;30;10;35;0;0;0;;;0;;;0;0;1;0;46,7985624;8,2319736;47,3744489;8,5410422
Signal Peak Ventures;Signal Peak Ventures;Salt Lake City; Utah; United States;Active;Non Profit;69;30;10;12;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;39,4225192;-111,714358
WestCap;WestCap;San Francisco; California; United States;Active;For Profit;41;26;6;3;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
ScOp Venture Capital;ScOp Venture Capital;Santa Barbara; California; United States;Active;Non Profit;26;10;3;4;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Volition Capital;Volition Capital;Boston; Massachusetts; United States;Active;Non Profit;64;39;7;17;0;0;0;;;0;;;0;0;0;77830;39,7837304;-100,445882;42,3788774;-72,032366
UpWest;UpWest;Palo Alto; California; United States;Active;Non Profit;111;4;20;21;0;0;0;;;0;;;0;0;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Sound Ventures;Sound Ventures;Beverly Hills; California; United States;Active;Non Profit;168;12;32;17;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
United Ventures;United Ventures;Milan; Lombardia; Italy;Active;Non Profit;42;21;0;5;0;0;0;;;0;;;0;0;0;0;42,6384261;12,674297;45,5703694;9,7732524
Struck Capital;Struck Capital;Santa Monica; California; United States;Active;Non Profit;76;7;21;4;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Town Hall Ventures;Town Hall Ventures;New York; New York; United States;Active;For Profit;29;1;8;2;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Washington Post;Washington Post;Washington; District of Columbia; United States;Active;For Profit;21;1;6;8;0;0;0;;;0;;;0;0;3;0;39,7837304;-100,445882;38,89384735;-76,98804282
Transformation Capital;Transformation Capital;Boston; Massachusetts; United States;Active;Non Profit;35;15;5;6;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Samos Investments;Samos Investments;London; England; United Kingdom;Active;Non Profit;52;15;1;4;0;0;0;;;0;;;0;0;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Senator Investment Group;Senator Investment Group;New York; New York; United States;Active;For Profit;31;6;4;15;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
TenEleven Ventures;TenEleven Ventures;Burlingame; California; United States;Active;Non Profit;55;19;2;11;0;0;0;;;0;;;0;0;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Sandbox Industries;Sandbox Industries;Chicago; Illinois; United States;Active;Non Profit;86;11;16;20;0;0;0;;;0;;;0;0;0;632871;39,7837304;-100,445882;40,0796606;-89,4337288
Trilogy Equity Partners;Trilogy Equity Partners;Bellevue; Washington; United States;Active;Non Profit;91;34;13;23;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;38,8950368;-77,0365427
The New York Times;The New York Times;New York; New York; United States;Active;For Profit;36;3;5;11;0;1;1;IPO;20/01/2009;250000000;Post-IPO Debt;;0;250000000;14;0;39,7837304;-100,445882;40,7127281;-74,0060152
SymphonyAI;SymphonyAI;Palo Alto; California; United States;Active;For Profit;5;1;3;0;0;0;0;;;0;;;0;0;0;1980296;39,7837304;-100,445882;36,7014631;-118,755997
Vertex Ventures Israel;Vertex Ventures Israel;Tel Aviv; Tel Aviv; Israel;Active;For Profit;179;23;6;47;0;0;0;;;0;;;0;0;0;0;30,8124247;34,8594762;32,0852997;34,7818064
Winter Capital Advisors;Winter Capital Advisors;Limassol; Limassol; Cyprus;Active;Non Profit;15;3;2;3;0;0;0;;;0;;;0;0;0;0;34,9174159;32,88990265;34,6852901;33,0332657
Zhejiang Geely Holding Group;Zhejiang Geely Holding Group;Hangzhou; Zhejiang; China;Active;For Profit;14;10;0;3;0;0;0;;;0;;;0;0;0;0;35,000074;104,999927;29,0000001;119,9999999
ZhenFund;ZhenFund;Beijing; Beijing; China;Active;Non Profit;757;172;27;51;0;0;0;;;0;;;0;0;0;0;35,000074;104,999927;39,9057136;116,3912972
Stifel Financial;Stifel Financial;St Louis; Missouri; United States;Active;For Profit;11;4;1;8;0;0;0;IPO;;0;;;0;0;4;0;39,7837304;-100,445882;38,7604815;-92,5617875
Viola Growth;Viola Growth;Herzliya; Tel Aviv; Israel;Active;For Profit;51;28;1;12;0;0;0;;;0;;;0;0;0;0;30,8124247;34,8594762;32,0852997;34,7818064
Thrive Capital;Thrive Capital;New York; New York; United States;Active;Non Profit;299;83;73;60;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Seeds Capital;Seeds Capital;Singapore; Central Region; Singapore;Active;Non Profit;70;17;1;2;0;0;0;;;0;;;0;0;0;0;1,357107;103,8194992;1,28593325;103,8070165
SuRo Capital;SuRo Capital;San Francisco; California; United States;Active;For Profit;66;23;19;25;0;0;0;IPO;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Top Tier Capital Partners;Top Tier Capital Partners;San Francisco; California; United States;Active;Non Profit;50;10;7;17;0;0;0;;;0;;;0;0;1;321149;39,7837304;-100,445882;36,7014631;-118,755997
Voyager Capital;Voyager Capital;Seattle; Washington; United States;Active;Non Profit;174;51;29;43;0;0;0;;;0;;;0;0;0;360625;39,7837304;-100,445882;38,8950368;-77,0365427
Trustbridge Partners;Trustbridge Partners;Boston; Massachusetts; United States;Active;Non Profit;115;43;5;17;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Stride Ventures;Stride Ventures;New Delhi; Delhi; India;Active;Non Profit;36;22;0;1;0;0;0;;;0;;;0;0;0;0;22,3511148;78,6677428;28,6273928;77,1716954
Visionaries Club;Visionaries Club;Berlin; Berlin; Germany;Active;For Profit;30;6;0;0;0;0;0;;;0;;;0;0;0;0;51,1638175;10,4478313;52,5170365;13,3888599
Trestle;Trestle;San Francisco; California; United States;Closed;For Profit;0;0;0;0;1;1;1;Seed;18/03/2019;150000;Pre-Seed;Pre-Seed;150000;150000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Sanofi Ventures;Sanofi Ventures;Cambridge; Massachusetts; United States;Active;Non Profit;60;13;17;19;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;42,3788774;-72,032366
TDR Capital;TDR Capital;London; England; United Kingdom;Active;Non Profit;5;2;1;2;0;0;0;;;0;;;0;0;0;30532093;54,7023545;-3,2765753;52,5310214;-1,2649062
Vertex Ventures Southeast Asia & India;Vertex Ventures Southeast Asia & India;Singapore; Central Region; Singapore;Active;For Profit;75;15;2;12;0;0;0;;;0;;;0;0;0;0;1,357107;103,8194992;1,28593325;103,8070165
Third Kind Venture Capital;Third Kind Venture Capital;New York; New York; United States;Active;Non Profit;123;9;31;20;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
TPG Growth;TPG Growth;San Francisco; California; United States;Active;Non Profit;114;59;20;46;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Sumitomo Mitsui Banking Corporation;Sumitomo Mitsui Banking Corporation;Tokyo; Tokyo; Japan;Active;For Profit;80;19;1;15;0;0;0;IPO;;0;;;0;0;2;0;36,5748441;139,2394179;35,6821936;139,762221
TNB AURA;TNB AURA;Singapore; Central Region; Singapore;Active;For Profit;17;9;0;1;0;0;0;;;0;;;0;0;0;0;1,357107;103,8194992;1,28593325;103,8070165
World Innovation Lab (WiL);World Innovation Lab (WiL);Palo Alto; California; United States;Active;Non Profit;120;38;9;17;0;0;0;;;0;;;0;0;12;0;39,7837304;-100,445882;36,7014631;-118,755997
Trian Fund Management;Trian Fund Management;New York; New York; United States;Active;For Profit;1;1;0;1;0;0;0;;;0;;;0;0;0;16338;39,7837304;-100,445882;40,7127281;-74,0060152
Wipro Ventures;Wipro Ventures;Mountain View; California; United States;Active;Non Profit;34;6;2;6;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Scout Ventures;Scout Ventures;Austin; Texas; United States;Active;Non Profit;99;7;19;23;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;31,2638905;-98,5456116
Victory Park Capital;Victory Park Capital;Chicago; Illinois; United States;Active;Non Profit;37;18;3;7;0;0;0;;;0;;;0;0;0;324534;39,7837304;-100,445882;40,0796606;-89,4337288
Ventures Platform;Ventures Platform;Abuja; Federal Capital Territory; Nigeria;Active;Non Profit;48;16;4;1;0;0;0;;;0;;;0;0;1;0;9,6000359;7,9999721;8,8311228;7,1724673
XG Ventures;XG Ventures;Menlo Park; California; United States;Active;Non Profit;99;0;18;29;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Skystar Capital;Skystar Capital;Jakarta; Jakarta Raya; Indonesia;Active;Non Profit;36;10;0;3;0;0;0;;;0;;;0;0;0;0;-2,4833826;117,8902853;-6,2714155;106,7524204
Sumitomo Corporation;Sumitomo Corporation;Tokyo; Tokyo; Japan;Active;For Profit;99;29;2;17;0;0;0;IPO;;0;;;0;0;1;0;36,5748441;139,2394179;35,6821936;139,762221
SineWave Ventures;SineWave Ventures;Washington; District of Columbia; United States;Active;Non Profit;26;7;0;5;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;38,89384735;-76,98804282
Tybourne Capital Management;Tybourne Capital Management;Hong Kong; Hong Kong Island; Hong Kong;Active;Non Profit;20;5;2;5;0;0;0;;;0;;;0;0;0;0;22,350627;114,1849161;22,2793278;114,1628131
Two Bear Capital;Two Bear Capital;Whitefish; Montana; United States;Active;Non Profit;9;9;0;0;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;47,3752671;-109,638757
T-Mobile Ventures;T-Mobile Ventures;Bellevue; Washington; United States;Active;Non Profit;5;1;0;0;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;38,8950368;-77,0365427
Secocha Ventures;Secocha Ventures;Miami; Florida; United States;Active;Non Profit;39;8;12;4;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;27,7567667;-81,4639835
UOB Venture;UOB Venture;Singapore; Central Region; Singapore;Active;Non Profit;55;10;1;10;0;0;0;;;0;;;0;0;0;0;1,357107;103,8194992;1,28593325;103,8070165
SGH CAPITAL;SGH CAPITAL;Luxembourg; Luxembourg; Luxembourg;Active;Non Profit;112;5;28;21;0;0;0;;;0;;;0;0;1;0;49,6112768;6,129799;49,6112768;6,129799
Tank Stream Ventures;Tank Stream Ventures;Sydney; New South Wales; Australia;Active;Non Profit;22;10;3;3;0;0;0;;;0;;;0;0;0;0;-24,7761086;134,755;-31,8759835;147,2869493
Wasabi Ventures;Wasabi Ventures;Manchester; New Hampshire; United States;Active;Non Profit;59;1;8;8;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;43,4849133;-71,6553992
Sutter Hill Ventures;Sutter Hill Ventures;Palo Alto; California; United States;Active;Non Profit;311;91;34;93;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Ventura Capital;Ventura Capital;Dubai; Dubai; United Arab Emirates;Active;Non Profit;10;6;3;0;0;0;0;;;0;;;0;0;0;0;24,0002488;53,9994829;25,07428235;55,18853865
Triodos Investment Management;Triodos Investment Management;Zeist; Utrecht; The Netherlands;Active;Non Profit;24;14;0;0;0;0;0;;;0;;;0;0;1;0;52,24764975;5,541246849;52,0907006;5,1215634
Sevin Rosen Funds;Sevin Rosen Funds;Dallas; Texas; United States;Active;Non Profit;218;42;5;63;0;0;0;;;0;;;0;0;0;382124;39,7837304;-100,445882;31,2638905;-98,5456116
Tamarisc Ventures;Tamarisc Ventures;Cambridge; Massachusetts; United States;Active;Non Profit;35;12;16;5;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;42,3788774;-72,032366
VDOSH;VDOSH;Encino; California; United States;Active;For Profit;6;1;0;1;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Starboard Value;Starboard Value;New York; New York; United States;Active;For Profit;9;8;1;9;0;0;0;;;0;;;0;0;0;525796;39,7837304;-100,445882;40,7127281;-74,0060152
Techstars Anywhere Accelerator;Techstars Anywhere Accelerator;Boulder; Colorado; United States;Active;Non Profit;48;36;23;0;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;38,7251776;-105,607716
Venture Investors;Venture Investors;Madison; Wisconsin; United States;Active;For Profit;93;49;18;22;0;0;0;;;0;;;0;0;0;98577;39,7837304;-100,445882;44,4308975;-89,6884637
Tally Capital;Tally Capital;Chicago; Illinois; United States;Active;For Profit;14;0;1;2;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,0796606;-89,4337288
Swicorp;Swicorp;Riyadh; Ar Riyad; Saudi Arabia;Active;Non Profit;7;4;1;2;0;0;0;;;0;;;0;0;0;0;25,6242618;42,3528328;23,333333;45,333333
Shell Foundation;Shell Foundation;London; England; United Kingdom;Active;For Profit;16;7;0;0;0;0;0;;;0;;;0;0;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Woodford Investment Management;Woodford Investment Management;Oxford; Oxfordshire; United Kingdom;Active;Non Profit;60;26;5;16;0;0;0;;;0;;;0;0;0;0;54,7023545;-3,2765753;51,833333;-1,25
VilCap Investments;VilCap Investments;San Francisco; California; United States;Active;Non Profit;86;3;30;7;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Sodexo;Sodexo;Issy-les-moulineaux; Ile-de-France; France;Active;For Profit;6;4;0;0;0;0;0;IPO;;0;;;0;0;7;0;46,603354;1,8883335;48,6443057;2,7537863
U.S. Food and Drug Administration;U.S. Food and Drug Administration;Silver Spring; Maryland; United States;Active;For Profit;21;14;1;4;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;39,5162401;-76,9382069
U.S. Department of Health & Human Services;U.S. Department of Health & Human Services;Washington; District of Columbia; United States;Active;For Profit;48;25;2;9;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;38,89384735;-76,98804282
Sydney Angels;Sydney Angels;Sydney; New South Wales; Australia;Active;Non Profit;40;25;1;5;0;0;0;;;0;;;0;0;0;0;-24,7761086;134,755;-31,8759835;147,2869493
The Draper Richards Kaplan Foundation;The Draper Richards Kaplan Foundation;Menlo Park; California; United States;Active;Non-profit;11;6;4;1;0;0;0;;;0;;;0;0;0;132695;39,7837304;-100,445882;36,7014631;-118,755997
United States Navy;United States Navy;Arlington; Virginia; United States;Active;For Profit;11;6;4;7;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;37,1232245;-78,4927721
US Angel Investors;US Angel Investors;Palo Alto; California; United States;Active;Non Profit;3;0;0;0;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Volkswagen Group;Volkswagen Group;Wolfsburg; Niedersachsen; Germany;Active;For Profit;24;16;0;4;0;0;0;IPO;;0;;;0;0;16;0;51,1638175;10,4478313;52,8398531;9,075962
Venovate;Venovate;San Diego; California; United States;Active;For Profit;1;1;0;0;0;1;1;M&A;1/01/2014;0;Seed;Seed;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
The Parent Company;The Parent Company;None; None; None;Active;Non Profit;0;0;0;0;0;0;0;;;0;;;0;0;0;0;44,933143;7,540121;44,9379672;7,5400398
Sunfox Capital;Sunfox Capital;Chicago; Illinois; United States;Active;For Profit;1;0;0;0;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,0796606;-89,4337288
Techstars Hub71;Techstars Hub71;Abu Dhabi; Abu Dhabi; United Arab Emirates;Active;Non Profit;22;20;1;0;0;0;0;;;0;;;0;0;0;0;24,0002488;53,9994829;24,4538352;54,3774014
West Africa Trade Hub;West Africa Trade Hub;Accra; Greater Accra; Ghana;Active;Non Profit;1;1;0;0;0;0;0;;;0;;;0;0;0;0;8,0300284;-1,0800271;5,8101532;0,0995242
Sky Lake Investment;Sky Lake Investment;Seoul;Seoul; South Korea;Active;Non Profit;2;1;0;0;0;0;0;;;0;;;0;0;0;0;36,638392;127,6961188;37,5666791;126,9782914
Tenaya Capital;Tenaya Capital;Portola Valley; California; United States;Active;Non Profit;184;54;15;64;0;0;0;;;0;;;0;0;0;120319;39,7837304;-100,445882;36,7014631;-118,755997
TNB Financial Services;TNB Financial Services;Thomasville; Georgia; United States;Closed;Non Profit;2;1;0;1;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;32,3293809;-83,1137366
ValueAct Capital;ValueAct Capital;San Francisco; California; United States;Active;For Profit;16;9;1;9;0;0;0;;;0;;;0;0;0;1023778;39,7837304;-100,445882;36,7014631;-118,755997
The SCAN Foundation;The SCAN Foundation;Long Beach; California; United States;Active;For Profit;1;1;0;0;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Trade Capital Funding;Trade Capital Funding;San Diego; California; United States;Closed;For Profit;1;1;1;1;0;0;1;;3/12/2014;0;Equity Crowdfunding;Equity Crowdfunding;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
U.S. Trade and Development Agency;U.S. Trade and Development Agency;None; None; None;Active;For Profit;3;3;0;0;0;0;0;;;0;;;0;0;0;0;44,933143;7,540121;44,9379672;7,5400398
Shawn Carter;Shawn Carter;Miami; Florida; United States;Active;For Profit;0;0;0;0;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;27,7567667;-81,4639835
Intel;Intel;Santa Clara; California; United States;Active;For Profit;70;15;6;32;0;3;2;IPO;22/02/2021;10000000;Post-IPO Equity;Post-IPO Equity;10000000;12510000;497;5883534744;39,7837304;-100,445882;36,7014631;-118,755997
Ramp;Ramp;New York; New York; United States;Active;For Profit;4;0;0;0;5;40;8;Late Stage Venture;21/03/2022;550000000;Debt Financing;Series C;200000000;1360000000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Nykaa;Nykaa;Mumbai; Maharashtra; India;Active;For Profit;1;1;0;0;6;15;13;IPO;26/11/2020;0;Secondary Market;Series F;2600000;148458615;0;0;22,3511148;78,6677428;18,9068356;75,6741579
Liquidity;Liquidity;New York; New York; United States;Active;For Profit;36;7;4;1;2;4;3;;5/04/2022;725000000;Debt Financing;Undisclosed;50000000;795000000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
MoonPay;MoonPay;Miami; Florida; United States;Active;For Profit;3;0;0;0;2;84;2;Early Stage Venture;13/04/2022;87000000;Series A;Series A;87000000;642000000;1;0;39,7837304;-100,445882;27,7567667;-81,4639835
Grover;Grover;Berlin; Berlin; Germany;Active;For Profit;0;0;0;0;8;25;16;Late Stage Venture;7/04/2022;220000000;Debt Financing;Series C;110000000;1999121428;5;11040091;51,1638175;10,4478313;52,5170365;13,3888599
Lyft;Lyft;San Francisco; California; United States;Active;For Profit;3;2;1;0;13;79;27;IPO;1/03/2019;0;Secondary Market;Series I;600000000;4913606778;46;53002220;39,7837304;-100,445882;36,7014631;-118,755997
HP;HP;Palo Alto; California; United States;Active;For Profit;28;6;0;13;1;1;1;IPO;7/04/2022;4200000000;Post-IPO Equity;Post-IPO Equity;4200000000;4200000000;159;216495;39,7837304;-100,445882;36,7014631;-118,755997
Polygon;Polygon;Bengaluru; Karnataka; India;Active;For Profit;7;0;1;0;3;42;5;;7/02/2022;450000000;Venture - Series Unknown;Venture - Series Unknown;450000000;450450000;1;0;22,3511148;78,6677428;14,5203896;75,7223521
Meta;Meta;Menlo Park; California; United States;Active;For Profit;42;21;4;0;11;27;16;IPO;20/10/2014;13787117488;Post-IPO Equity;Post-IPO Equity;13787117488;16122817488;239;12894749914;39,7837304;-100,445882;36,7014631;-118,755997
NVIDIA;NVIDIA;Santa Clara; California; United States;Active;For Profit;25;7;1;4;3;5;4;IPO;24/05/2017;10000000;Private Equity;Private Equity;10000000;35000000;138;1259942490;39,7837304;-100,445882;36,7014631;-118,755997
NYDIG;NYDIG;New York; New York; United States;Active;For Profit;12;7;0;5;10;17;8;Private Equity;14/12/2021;1000000000;Private Equity;Private Equity;1000000000;1405000000;1;0;39,7837304;-100,445882;40,7127281;-74,0060152
Pensando;Pensando;Milpitas; California; United States;Active;For Profit;0;0;0;0;3;4;5;M&A;2/08/2021;35000000;Series C;Series C;35000000;313000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Rapido;Rapido;Bangalore; Karnataka; India;Active;For Profit;0;0;0;0;10;37;10;Late Stage Venture;15/04/2022;180000000;Series D;Series D;180000000;310278460;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Lenovo;Lenovo;Beijing; Beijing; China;Active;For Profit;26;7;1;2;0;6;3;IPO;3/10/2017;500000000;Post-IPO Equity;Post-IPO Equity;500000000;850025000;144;0;35,000074;104,999927;39,9057136;116,3912972
Pine Labs;Pine Labs;Noida; Uttar Pradesh; India;Active;For Profit;1;1;0;1;12;26;13;Private Equity;29/03/2022;50000000;Private Equity;Private Equity;50000000;1178363529;0;0;22,3511148;78,6677428;27,1303344;80,859666
GupShup;GupShup;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;16;8;Late Stage Venture;28/07/2021;240000000;Series F;Series F;240000000;384130000;6;448658;39,7837304;-100,445882;36,7014631;-118,755997
GrubMarket;GrubMarket;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;66;11;;1/01/2022;0;Venture - Series Unknown;Venture - Series Unknown;0;379100000;1;596961;39,7837304;-100,445882;36,7014631;-118,755997
Okta;Okta;San Francisco; California; United States;Active;For Profit;1;0;0;0;3;17;9;IPO;8/06/2020;1000000000;Post-IPO Equity;Post-IPO Equity;1000000000;1229250000;87;120351864;39,7837304;-100,445882;36,7014631;-118,755997
Niantic;Niantic;San Francisco; California; United States;Active;For Profit;3;0;0;0;4;21;5;Late Stage Venture;22/11/2021;300000000;Series D;Series D;300000000;770000000;3;869981;39,7837304;-100,445882;36,7014631;-118,755997
Nothing;Nothing;London; England; United Kingdom;Active;For Profit;0;0;0;0;3;21;5;Early Stage Venture;9/03/2022;70000000;Series B;Series B;70000000;143276873;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Republic;Republic;New York; New York; United States;Active;For Profit;38;7;8;0;4;35;12;Early Stage Venture;12/11/2021;0;Series B;Series B;0;214025000;3;0;39,7837304;-100,445882;40,7127281;-74,0060152
Kaseya;Kaseya;Dublin; Dublin; Ireland;Active;For Profit;0;0;0;0;4;5;4;Private Equity;3/05/2019;500000000;Private Equity;Private Equity;500000000;544777315;16;0;52,865196;-7,9794599;53,3493795;-6,2605593
PhableCare;PhableCare;Bangalore; Karnataka; India;Active;For Profit;0;0;0;0;11;19;9;Early Stage Venture;11/04/2022;24657643;Series B;Series B;24657643;40231579;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Partners Group;Partners Group;Baar; Zug; Switzerland;Active;For Profit;46;21;1;20;0;0;1;IPO;6/03/2015;500000000;Post-IPO Equity;Post-IPO Equity;500000000;500000000;1;3687008;46,7985624;8,2319736;47,1486137;8,5539378
Grafana Labs;Grafana Labs;New York; New York; United States;Active;For Profit;0;0;0;0;4;6;5;Late Stage Venture;6/04/2022;240000000;Series D;Series D;240000000;535230000;8;116278;39,7837304;-100,445882;40,7127281;-74,0060152
Ola Electric;Ola Electric;Bengaluru; Karnataka; India;Active;For Profit;1;1;0;0;10;19;9;;24/01/2022;200951034;Venture - Series Unknown;Venture - Series Unknown;200951034;861166503;0;0;22,3511148;78,6677428;14,5203896;75,7223521
PhonePe;PhonePe;Andheri; Maharashtra; India;Active;For Profit;0;0;0;0;2;4;13;M&A;18/08/2021;350000000;Corporate Round;Corporate Round;350000000;1743825864;0;0;22,3511148;78,6677428;18,9068356;75,6741579
Laiye;Laiye;Beijing; Beijing; China;Active;For Profit;0;0;0;0;8;15;8;Late Stage Venture;18/04/2022;70000000;Series C;Series C;70000000;201000000;0;0;35,000074;104,999927;39,9057136;116,3912972
LinkSquares;LinkSquares;Boston; Massachusetts; United States;Active;For Profit;0;0;0;0;5;14;6;Late Stage Venture;4/04/2022;100000000;Series C;Series C;100000000;161469800;0;89459;39,7837304;-100,445882;42,3788774;-72,032366
Handshake;Handshake;San Francisco; California; United States;Active;For Profit;0;0;0;0;8;20;7;Late Stage Venture;19/01/2022;200000000;Series F;Series F;200000000;434000000;2;2322408;39,7837304;-100,445882;36,7014631;-118,755997
LayerZero Labs;LayerZero Labs;Vancouver; British Columbia; Canada;Active;For Profit;0;0;0;0;5;24;3;Early Stage Venture;30/03/2022;135000000;Series A;Series A;135000000;143300000;0;0;61,0666922;-107,991707;55,001251;-125,002441
Puppet;Puppet;Portland; Oregon; United States;Active;For Profit;0;0;0;0;8;13;8;M&A;16/07/2020;40000000;Debt Financing;Series F;42000000;189500000;71;13663614;39,7837304;-100,445882;43,9792797;-120,737257
OpenAI;OpenAI;San Francisco; California; United States;Active;Non Profit;0;0;0;0;1;3;2;;23/07/2019;1000000000;Corporate Round;Corporate Round;1000000000;1000120000;3;0;39,7837304;-100,445882;36,7014631;-118,755997
Pipefy;Pipefy;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;21;6;Late Stage Venture;26/10/2021;75000000;Series C;Series C;75000000;138737500;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Porsche;Porsche;Stuttgart; Baden-Wurttemberg; Germany;Active;For Profit;7;3;1;0;1;1;1;M&A;17/12/2018;170252564;Debt Financing;;0;170252564;20;4187787;51,1638175;10,4478313;48,53775;9,041169
