Id;Label;City;State;Country;Operating Status;Company Type;Number of Investments;Number of Lead Investments;Number of Diversity Investments;Number of Exits;Number of Lead Investors;Number of Investors;Number of Funding Rounds;Funding Status;Last Funding Date;Last Funding Amount;Last Funding Type;Last Equity Funding Type;Last Equity Funding Amount;Total Funding Amount;Number of Events;Aberdeen - IT Spend;Lat Country;Long Country;Lat State;Long State
Microsoft Climate Innovation Fund;Microsoft Climate Innovation Fund;None; None; None;Active;Non Profit;13;4;4;0;0;0;0;;;0;;;0;0;0;0;44,933143;7,540121;44,9379672;7,5400398
Hg;Hg;London; England; United Kingdom;Active;Non Profit;50;39;2;23;0;0;1;;28/10/2016;0;Venture - Series Unknown;Venture - Series Unknown;0;0;0;3376753;54,7023545;-3,2765753;52,5310214;-1,2649062
M12 - Microsoft's Venture Fund;M12 - Microsoft's Venture Fund;San Francisco; California; United States;Active;Non Profit;242;70;27;23;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Real Ventures;Real Ventures;Montr̩al; Quebec; Canada;Active;Non Profit;280;49;6;35;0;2;3;;18/03/2019;0;Venture - Series Unknown;Venture - Series Unknown;0;0;2;194974;61,0666922;-107,991707;52,4760892;-71,8258668
January Capital;January Capital;Singapore; Central Region; Singapore;Active;Non Profit;46;6;1;1;0;0;0;;;0;;;0;0;0;0;1,357107;103,8194992;1,28593325;103,8070165
Qatar Investment Authority;Qatar Investment Authority;Doha;Doha; Qatar;Active;Non Profit;59;25;5;19;0;0;0;;;0;;;0;0;0;0;25,3336984;51,2295295;25,2856329;51,5264162
Green Dot;Green Dot;Pasadena; California; United States;Active;For Profit;1;1;1;0;1;4;5;IPO;1/11/2009;0;Private Equity;Private Equity;0;33000000;2;0;39,7837304;-100,445882;36,7014631;-118,755997
Rockwell Automation;Rockwell Automation;Milwaukee; Wisconsin; United States;Active;For Profit;9;5;5;1;0;0;0;IPO;;0;;;0;0;16;0;39,7837304;-100,445882;44,4308975;-89,6884637
Primavera Capital Group;Primavera Capital Group;Beijing; Beijing; China;Active;Non Profit;46;27;1;9;0;0;0;IPO;;0;;;0;0;0;0;35,000074;104,999927;39,9057136;116,3912972
Rough Draft Ventures;Rough Draft Ventures;Cambridge; Massachusetts; United States;Active;Non Profit;147;5;41;19;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Industry Ventures;Industry Ventures;San Francisco; California; United States;Active;Non Profit;155;21;25;33;0;0;0;;;0;;;0;0;0;521227;39,7837304;-100,445882;36,7014631;-118,755997
NewView Capital;NewView Capital;Burlingame; California; United States;Active;For Profit;44;9;5;4;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
I2BF Global Ventures;I2BF Global Ventures;New York; New York; United States;Active;Non Profit;98;10;15;12;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Refinitiv;Refinitiv;London; England; United Kingdom;Active;For Profit;2;1;1;1;0;3;1;M&A;1/01/2018;0;Private Equity;Private Equity;0;0;8;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Pollen Street Capital;Pollen Street Capital;London; England; United Kingdom;Active;Non Profit;27;16;0;11;1;1;1;M&A;14/04/2020;0;Private Equity;Private Equity;0;0;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Government of Canada;Government of Canada;Gatineau; Quebec; Canada;Active;For Profit;139;68;1;19;0;0;0;;;0;;;0;0;11;0;61,0666922;-107,991707;52,4760892;-71,8258668
Hambro Perks Ltd.;Hambro Perks Ltd.;London; England; United Kingdom;Active;For Profit;136;25;1;10;0;1;1;Early Stage Venture;5/09/2017;0;Series B;Series B;0;0;0;31749639;54,7023545;-3,2765753;52,5310214;-1,2649062
Qumra Capital;Qumra Capital;Tel Aviv; Tel Aviv; Israel;Active;Non Profit;34;18;3;9;0;0;0;;;0;;;0;0;0;0;30,8124247;34,8594762;32,0852997;34,7818064
Omega Funds;Omega Funds;Boston; Massachusetts; United States;Active;Non Profit;118;25;19;58;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Norte Ventures;Norte Ventures;Ṣo Paulo; Sao Paulo; Brazil;Active;Non Profit;38;0;0;0;0;1;1;Seed;3/09/2018;0;Seed;Seed;0;0;0;0;-10,3333333;-53,2;-23,5506507;-46,6333824
Landmark Bank;Landmark Bank;Columbia; Missouri; United States;Active;For Profit;0;0;0;0;0;0;1;M&A;29/04/2014;29541750;Venture - Series Unknown;Venture - Series Unknown;29541750;29541750;0;0;39,7837304;-100,445882;38,7604815;-92,5617875
Hannover Re;Hannover Re;Hanover; Niedersachsen; Germany;Active;For Profit;9;2;1;0;0;0;0;IPO;;0;;;0;0;2;0;51,1638175;10,4478313;52,8398531;9,075962
i80 | Group;i80 | Group;New York; New York; United States;Active;For Profit;9;7;2;0;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
